tn,fp,fn,tp,imbalance,percentil_tp,precision_micro,precision_weighted,precision_macro,recall_micro,recall_weighted,recall_macro,f1_weighted,f1_macro,matthew
429,107,48,16,0.1,0.25,0.7416666666666667,0.8173134938896558,0.5147261849976991,0.7416666666666667,0.7416666666666667,0.5251865671641791,0.7748967522035287,0.5090560679086316,0.03851763479325663
423,119,54,4,0.1,0.25,0.7116666666666667,0.8042128138262514,0.45965638901672035,0.7116666666666667,0.7116666666666667,0.4247041608347118,0.7542431192246036,0.4372123032547346,-0.11023077689908528
437,117,40,6,0.1,0.25,0.7383333333333333,0.8496447989637129,0.48246152272843484,0.7383333333333333,0.7383333333333333,0.45962172343431174,0.7881725293036195,0.4593632883567973,-0.05322305837932639
428,116,49,7,0.1,0.25,0.725,0.8188406538153432,0.4770926011146904,0.725,0.725,0.45588235294117646,0.7674434637965846,0.45830301106922233,-0.06358051711201401
437,105,40,18,0.1,0.25,0.7583333333333333,0.8417284518757137,0.5312420105333129,0.7583333333333333,0.7583333333333333,0.5583089451584171,0.7940187993501012,0.5282993293175521,0.08536249009548937
438,110,39,13,0.1,0.25,0.7516666666666667,0.847818172521348,0.5119650253106305,0.7516666666666667,0.7516666666666667,0.5246350364963503,0.793442044134727,0.5016027874564459,0.03433708404667685
435,119,42,4,0.1,0.25,0.7316666666666667,0.8445267679091886,0.4722350053689216,0.7316666666666667,0.7316666666666666,0.43607753884790457,0.7827756510693166,0.4455891046206647,-0.08425691166173245
430,114,47,9,0.1,0.25,0.7316666666666667,0.824159806377938,0.48731911847420356,0.7316666666666667,0.7316666666666667,0.47557773109243695,0.7730811980075764,0.47143505928572593,-0.03519635768700776
429,109,48,14,0.1,0.25,0.7383333333333333,0.8181975763153858,0.506596103696886,0.7383333333333333,0.7383333333333333,0.5116021105648159,0.7736100829893933,0.49833577419784314,0.017496139504274963
434,96,43,27,0.1,0.25,0.7683333333333333,0.8293134598012647,0.5646827222989211,0.7683333333333333,0.7683333333333333,0.6022911051212938,0.794045995818562,0.5708794912297853,0.16268333837502097
437,117,40,6,0.1,0.25,0.7383333333333333,0.8496447989637129,0.48246152272843484,0.7383333333333333,0.7383333333333333,0.45962172343431174,0.7881725293036195,0.4593632883567973,-0.05322305837932639
432,112,45,11,0.1,0.25,0.7383333333333333,0.8294789589405328,0.49754563583371686,0.7383333333333333,0.7383333333333333,0.49527310924369744,0.7787189322185682,0.48456710750222964,-0.006812198262001502
432,108,45,15,0.1,0.25,0.745,0.8272894615738611,0.5138057984353428,0.745,0.745,0.525,0.7809952125344553,0.506745974176701,0.03715615485399807
426,106,51,17,0.1,0.25,0.7383333333333333,0.8075297847318096,0.5156465715600552,0.7383333333333333,0.7383333333333333,0.525375939849624,0.7688762049062796,0.5112054338181498,0.039852049320495415
425,103,52,20,0.1,0.25,0.7416666666666667,0.8035792810758295,0.5267934754819246,0.7416666666666667,0.7416666666666667,0.5413510101010102,0.7688939915805587,0.525449674703406,0.0665713835005472
437,107,40,16,0.1,0.25,0.755,0.8427768403470198,0.5231119292324998,0.755,0.755,0.5445115546218487,0.792813267746048,0.517397228043489,0.06414820030051414
435,101,42,22,0.1,0.25,0.7616666666666667,0.8337536431968093,0.5454057370762387,0.7616666666666667,0.7616666666666667,0.5776585820895522,0.7923241004200299,0.5470646303931247,0.11876270727920793
440,112,37,11,0.1,0.25,0.7516666666666667,0.8557917881065602,0.5059313800685177,0.7516666666666667,0.7516666666666667,0.5131340579710145,0.7970756824032872,0.4919270966531976,0.0176525453879072
439,109,38,14,0.1,0.25,0.755,0.8504375245010313,0.5170782839903871,0.755,0.755,0.5351628298708591,0.7962146341463414,0.5082926829268293,0.04901105158799173
432,118,45,5,0.1,0.25,0.7283333333333334,0.8335762131206219,0.4731553919312778,0.7283333333333334,0.7283333333333334,0.4427272727272727,0.7759951445837155,0.44954438259479595,-0.0784210154655799
434,102,43,21,0.1,0.25,0.7583333333333333,0.8310136183122838,0.5402924783964821,0.7583333333333333,0.7583333333333333,0.5689132462686567,0.7894195423839464,0.5407298699790425,0.10538852853154938
427,105,50,18,0.1,0.25,0.7416666666666667,0.8103100339179492,0.5207598302398118,0.7416666666666667,0.7416666666666667,0.5336687306501549,0.7718204570730788,0.5174321161898932,0.05287559485006908
444,108,33,15,0.1,0.25,0.765,0.8661082988188373,0.526384414787544,0.765,0.765,0.5584239130434783,0.8079709477776074,0.5192061787120863,0.07852339155310445
443,105,34,18,0.1,0.25,0.7683333333333333,0.8609149324197645,0.5375313187094135,0.7683333333333333,0.7683333333333333,0.5772740033688939,0.8073049941927992,0.5350522648083624,0.10770692175325129
438,100,39,23,0.1,0.25,0.7683333333333333,0.8426767909188525,0.5526154318146955,0.7683333333333333,0.7683333333333333,0.5925470679937642,0.7995656148759597,0.5558514179203834,0.139562229068984
432,94,45,29,0.1,0.25,0.7683333333333333,0.8230408549368513,0.5707163675410339,0.7683333333333333,0.7683333333333333,0.6065923337786456,0.7914858132877172,0.5779159981982984,0.17364126989338985
427,111,50,12,0.1,0.25,0.7316666666666667,0.8127577508479488,0.49636958633737277,0.7316666666666667,0.7316666666666666,0.49361434224727185,0.7678421870146007,0.4855545200372786,-0.00962965817677149
441,105,36,18,0.1,0.25,0.765,0.8544914864242983,0.5354348826507133,0.765,0.765,0.5705128205128205,0.8028798648044138,0.5327799592425071,0.09997226655913338
433,109,44,14,0.1,0.25,0.745,0.8310096981472959,0.5107889758142864,0.745,0.745,0.5201361496373584,0.7826543193142448,0.5022744647281757,0.029478699525610892
442,118,35,5,0.1,0.25,0.745,0.8675597825160641,0.4836375722247789,0.745,0.745,0.45714285714285713,0.7997183948506487,0.4569043548224882,-0.05296213381850603
431,97,46,26,0.1,0.25,0.7616666666666667,0.8205021220023522,0.5574730275604642,0.7616666666666667,0.7616666666666667,0.5886994949494949,0.7867860696517412,0.5621890547263682,0.14279815850117375
433,97,44,26,0.1,0.25,0.765,0.826513098464318,0.5595694636191645,0.765,0.765,0.5942048517520215,0.7910826288519225,0.5647050954201418,0.14982299542047386
442,108,35,15,0.1,0.25,0.7616666666666667,0.8595686114093847,0.5242879787288439,0.7616666666666667,0.7616666666666667,0.5518181818181818,0.8034804029170021,0.5170849491475817,0.07095234732600086
424,108,53,15,0.1,0.25,0.7316666666666667,0.8019692863595302,0.505420054200542,0.7316666666666667,0.7316666666666667,0.5087903582485626,0.7629877005726817,0.4987520690746631,0.013804958261348086
434,106,43,17,0.1,0.25,0.7516666666666667,0.832689062739684,0.5240323157948561,0.7516666666666667,0.7516666666666667,0.5435185185185185,0.7867208278930317,0.5196415042635847,0.06467923252362627
433,111,44,12,0.1,0.25,0.7416666666666667,0.8321385352218301,0.5026588945134735,0.7416666666666667,0.7416666666666667,0.5051207983193277,0.7815377993240643,0.49113313161048155,0.007379881450501627
445,107,32,16,0.1,0.25,0.7683333333333333,0.8686874264969066,0.5314976734673007,0.7683333333333333,0.7683333333333333,0.5697463768115942,0.8106947641211875,0.5260259492268086,0.09374110309440375
441,109,36,14,0.1,0.25,0.7583333333333333,0.8569693715805082,0.5191747200490873,0.7583333333333333,0.7583333333333332,0.5409090909090909,0.8007318770836733,0.5103308924923031,0.05601501104684278
432,112,45,11,0.1,0.25,0.7383333333333333,0.8294789589405328,0.49754563583371686,0.7383333333333333,0.7383333333333333,0.49527310924369744,0.7787189322185682,0.48456710750222964,-0.006812198262001502
448,104,29,19,0.1,0.25,0.7783333333333333,0.8764248095311141,0.5468374495065705,0.7783333333333333,0.7783333333333333,0.603713768115942,0.8188662131519276,0.5464852607709751,0.1393942377183017
427,101,50,22,0.1,0.25,0.7483333333333333,0.8092202280513371,0.5370199928414379,0.7483333333333333,0.7483333333333333,0.5571338383838385,0.7748580176042862,0.53769613471106,0.09198030850075604
439,117,38,6,0.1,0.25,0.7416666666666667,0.8564214006919944,0.4845579587871351,0.7416666666666667,0.7416666666666667,0.46296599084368867,0.7928912745660665,0.460903942357299,-0.04782805434760555
436,106,41,17,0.1,0.25,0.755,0.8390487634436092,0.5261287518535562,0.755,0.755,0.5487657462781524,0.7911776793411371,0.521793113170208,0.07139154245301975
428,100,49,23,0.1,0.25,0.7516666666666667,0.8120407015390908,0.5421332515211944,0.7516666666666667,0.7516666666666667,0.5650252525252525,0.77784003061615,0.5438193647148871,0.10468477100086047
437,109,40,14,0.1,0.25,0.7516666666666667,0.8439336299023367,0.5149818479316869,0.7516666666666667,0.7516666666666667,0.5298127798127799,0.7916957436585648,0.5062710207598125,0.04226821659715163
442,94,35,29,0.1,0.25,0.785,0.8529338173884884,0.581198547834535,0.785,0.785,0.6388759328358209,0.8126560066726144,0.5914079532916999,0.2123819585128178
435,103,42,20,0.1,0.25,0.7583333333333333,0.8345170527176969,0.5372756557754257,0.7583333333333333,0.7583333333333333,0.5655654155174481,0.7909137709137709,0.5366795366795367,0.09887353254741432
440,110,37,13,0.1,0.25,0.755,0.854370131751632,0.5140614613693306,0.755,0.755,0.53,0.7979833512503447,0.5035768358370246,0.04107767476768471
423,113,54,10,0.1,0.25,0.7216666666666667,0.8008733445825024,0.4840466329191594,0.7216666666666667,0.7216666666666667,0.472714552238806,0.7574694039870279,0.4710475054241386,-0.04172743769269468
427,91,50,32,0.1,0.25,0.765,0.8083927323549964,0.5776703993455029,0.765,0.765,0.6072841133816744,0.7836582914572865,0.5852432896188259,0.18256834259841279
435,111,42,12,0.1,0.25,0.745,0.838654701641356,0.5047553305721737,0.745,0.7449999999999999,0.5094627594627594,0.7861036830856406,0.49301655151846524,0.013416191616160757
418,94,59,29,0.1,0.25,0.745,0.7823647116974314,0.5560413151301324,0.745,0.745,0.5729758522727273,0.7616371556313764,0.560089898839845,0.12790094189029103
431,109,46,14,0.1,0.25,0.7416666666666667,0.8245896609909494,0.5086925397555863,0.7416666666666667,0.7416666666666667,0.5157407407407407,0.7781324048551672,0.5002982091332592,0.02339461601918397
424,112,53,11,0.1,0.25,0.725,0.803613369467028,0.489159891598916,0.725,0.725,0.48145988805970147,0.7603739620231112,0.4773822658382208,-0.02835325894503613
438,104,39,19,0.1,0.25,0.7616666666666667,0.8444081403078182,0.5363552692130695,0.7616666666666667,0.7616666666666667,0.5678521440386818,0.7968599193590653,0.5348055454648962,0.09933343773795898
444,112,33,11,0.1,0.25,0.7583333333333333,0.8691159175742701,0.5101242521859181,0.7583333333333333,0.7583333333333333,0.5242805755395683,0.8062531278198686,0.4956843331729571,0.031357466095449996
444,104,33,19,0.1,0.25,0.7716666666666666,0.8635342843994478,0.5426445773891702,0.7716666666666666,0.7716666666666666,0.5878017967434026,0.8100775842044134,0.5417421602787457,0.12238088929456618
429,113,48,10,0.1,0.25,0.7316666666666667,0.8202909444188781,0.49033594109526,0.7316666666666667,0.7316666666666667,0.4819633541162998,0.7712898392783883,0.4762496001387993,-0.026405091044267578
427,107,50,16,0.1,0.25,0.7383333333333333,0.8110175384772714,0.5126297489389988,0.7383333333333333,0.7383333333333333,0.5210248552945183,0.7704146452514404,0.5070101895027711,0.03259071302371553
427,103,50,20,0.1,0.25,0.745,0.8097109304426376,0.5288899115406248,0.745,0.745,0.5456873315363882,0.7733024270520862,0.5276587205622817,0.07266093769319118
428,120,49,3,0.1,0.25,0.7183333333333334,0.8216246527245146,0.4608324385130644,0.7183333333333334,0.7183333333333334,0.41935710275126337,0.765716144018583,0.4347038327526132,-0.11240259136647206
433,109,44,14,0.1,0.25,0.745,0.8310096981472959,0.5107889758142864,0.745,0.745,0.5201361496373584,0.7826543193142448,0.5022744647281757,0.029478699525610892
442,98,35,25,0.1,0.25,0.7783333333333333,0.854287467402976,0.564938385232909,0.7783333333333333,0.7783333333333333,0.6175925925925926,0.809623289327337,0.5712236246111192,0.17477154320213908
433,113,44,10,0.1,0.25,0.7383333333333333,0.8333757733803753,0.4945288132126604,0.7383333333333333,0.7383333333333333,0.4891127391127391,0.7805116225127159,0.47976208227711775,-0.015435833364830119
426,108,51,15,0.1,0.25,0.735,0.808257401441939,0.5075164902592422,0.735,0.735,0.5125127681307456,0.7674899910508219,0.5007300645282842,0.01939609236634082
438,104,39,19,0.1,0.25,0.7616666666666667,0.8444081403078182,0.5363552692130695,0.7616666666666667,0.7616666666666667,0.5678521440386818,0.7968599193590653,0.5348055454648962,0.09933343773795898
429,105,48,18,0.1,0.25,0.745,0.8165378125479369,0.522856266298512,0.745,0.745,0.5380490296220632,0.7762639536526776,0.5195704394517451,0.058979954338464945
432,102,45,21,0.1,0.25,0.755,0.8248182236539346,0.5381960423377818,0.755,0.755,0.563585291113381,0.7850379162545335,0.5384108143752061,0.09856381631058907
418,110,59,13,0.1,0.25,0.7183333333333334,0.7838359666615534,0.49100066472362836,0.7183333333333334,0.7183333333333334,0.4861111111111111,0.7480199004975124,0.4825870646766169,-0.02235985400018379
442,110,35,13,0.1,0.25,0.7583333333333333,0.8609500434626989,0.5161578974280309,0.7583333333333333,0.7583333333333333,0.5357789855072463,0.8025233150904472,0.505566637682642,0.048087968470505824
430,112,47,11,0.1,0.25,0.735,0.8229706328509825,0.4954491997750166,0.735,0.735,0.4915065529965644,0.7741309592873523,0.48275581628614334,-0.01243414340179796
448,106,29,17,0.1,0.25,0.775,0.8777939697635971,0.5387073682057576,0.775,0.7749999999999999,0.589114738659551,0.8178553595922843,0.5351212989055264,0.11746313467390693
427,105,50,18,0.1,0.25,0.7416666666666667,0.8103100339179492,0.5207598302398118,0.7416666666666667,0.7416666666666667,0.5336687306501549,0.7718204570730788,0.5174321161898932,0.05287559485006908
414,110,63,13,0.1,0.25,0.7116666666666667,0.7713749552589867,0.486807792606228,0.7116666666666667,0.7116666666666667,0.480564483728405,0.7389470161329458,0.4789130467522427,-0.03202482546150175
435,99,42,24,0.1,0.25,0.765,0.8330986347599325,0.5535358183770517,0.765,0.765,0.5891215526046987,0.7938118788563894,0.5572511892986671,0.13814767828271318
428,108,49,15,0.1,0.25,0.7383333333333333,0.8145734690051303,0.5096129263179424,0.7383333333333333,0.7383333333333333,0.5164412313432836,0.7719921941674452,0.5027213074945494,0.025143456045598075
442,112,35,11,0.1,0.25,0.755,0.8624398766000239,0.5080278161272179,0.755,0.755,0.5184821849003296,0.801664724889376,0.49379874769712867,0.024361574826688756
432,110,45,13,0.1,0.25,0.7416666666666667,0.8283300097151916,0.5056757171345299,0.7416666666666667,0.7416666666666667,0.5105929507570938,0.7798131993052807,0.49576824858083157,0.015507751883141276
423,113,54,10,0.1,0.25,0.7216666666666667,0.8008733445825024,0.4840466329191594,0.7216666666666667,0.7216666666666667,0.472714552238806,0.7574694039870279,0.4710475054241386,-0.04172743769269468
432,96,45,27,0.1,0.25,0.765,0.8233225954901059,0.5625862862402209,0.765,0.765,0.5965909090909092,0.7897680826636052,0.5683122847301952,0.15550262100127818
423,95,54,28,0.1,0.25,0.7516666666666667,0.7967085953878407,0.5572173646264764,0.7516666666666667,0.7516666666666667,0.5790328656182315,0.7713835845896148,0.5617109939943621,0.1344924130135773
439,93,38,30,0.1,0.25,0.7816666666666666,0.8436730241516252,0.5821189343968911,0.7816666666666666,0.7816666666666666,0.6331822202565236,0.8071514830746664,0.5921523046508128,0.20915814120495307
425,107,52,16,0.1,0.25,0.735,0.80474953554567,0.5105333128802986,0.735,0.735,0.5170831490490934,0.7659319527394807,0.5049787514464064,0.026828503790921752
443,101,34,22,0.1,0.25,0.775,0.8587342980348043,0.5537914813110395,0.775,0.775,0.6035976890756303,0.8097264703790237,0.5567933726930001,0.14930067857553292
441,107,36,16,0.1,0.25,0.7616666666666667,0.8556762284603978,0.5273048013499003,0.7616666666666667,0.7616666666666667,0.5562184166198765,0.8017598141695703,0.5216724738675959,0.07835898667062152
424,112,53,11,0.1,0.25,0.725,0.803613369467028,0.489159891598916,0.725,0.725,0.48145988805970147,0.7603739620231112,0.4773822658382208,-0.02835325894503613
429,119,48,4,0.1,0.25,0.7216666666666667,0.824244004704198,0.465945697192821,0.7216666666666667,0.7216666666666667,0.4298848961257721,0.7684887340301975,0.4413937282229965,-0.09772862382515717
436,112,41,11,0.1,0.25,0.745,0.8425794685619812,0.5017385079511172,0.745,0.745,0.5035794497473329,0.7878968641114982,0.48822299651567946,0.004989148964047063
435,105,42,18,0.1,0.25,0.755,0.8353888633225954,0.5291455744746126,0.755,0.755,0.5527777777777778,0.7895836355723197,0.5260892693070265,0.07844077135844037
431,109,46,14,0.1,0.25,0.7416666666666667,0.8245896609909494,0.5086925397555863,0.7416666666666667,0.7416666666666667,0.5157407407407407,0.7781324048551672,0.5002982091332592,0.02339461601918397
438,112,39,11,0.1,0.25,0.7483333333333333,0.8491716520938795,0.5038349440098174,0.7483333333333333,0.7483333333333333,0.5081818181818182,0.7924862995836873,0.4900687225264674,0.011203002209368557
430,112,47,11,0.1,0.25,0.735,0.8229706328509825,0.4954491997750166,0.735,0.735,0.4915065529965644,0.7741309592873523,0.48275581628614334,-0.01243414340179796
435,107,42,16,0.1,0.25,0.7516666666666667,0.8363690750115049,0.5210154931737997,0.7516666666666667,0.7516666666666667,0.5392225473978878,0.7883365593321733,0.515286897022864,0.05742059481055013
432,106,45,17,0.1,0.25,0.7483333333333333,0.8263573145165414,0.5219358797361558,0.7483333333333333,0.7483333333333333,0.5385837630411321,0.782261926951582,0.5175076554386899,0.05818483602584464
429,111,48,12,0.1,0.25,0.735,0.8191900598251266,0.498466022396073,0.735,0.735,0.49722222222222223,0.7724067894965908,0.4874026790463756,-0.00412846165044423
428,98,49,25,0.1,0.25,0.755,0.8116785123826081,0.5502633328220075,0.755,0.755,0.5757630253827972,0.7794849967862909,0.5536233937780566,0.12341964447230819
437,99,40,24,0.1,0.25,0.7683333333333333,0.8392336929658605,0.5556322544357519,0.7683333333333333,0.7683333333333333,0.5951492537313433,0.7981332164921969,0.5597341512212891,0.14551106477452502
434,108,43,15,0.1,0.25,0.7483333333333333,0.8336893865794004,0.515902234494043,0.7483333333333333,0.7483333333333333,0.5296793485176231,0.785495439323209,0.5087806808755198,0.04344964716808051
433,105,44,18,0.1,0.25,0.7516666666666667,0.8290772272502598,0.5270491384159124,0.7516666666666667,0.7516666666666667,0.5475776471999041,0.7851458749389784,0.5238982825189722,0.07174773486636787
425,115,52,8,0.1,0.25,0.7216666666666667,0.8083908574934805,0.4780129876770466,0.7216666666666667,0.7216666666666668,0.4601851851851852,0.7609555587794382,0.4616116188726083,-0.05917461698970063
438,122,39,1,0.1,0.25,0.7316666666666667,0.8575650662167,0.46318453750575245,0.7316666666666667,0.7316666666666667,0.4035714285714286,0.7892461540585257,0.4285071969047098,-0.11916480109163856
434,112,43,11,0.1,0.25,0.7416666666666667,0.8360152375108657,0.49964207189241705,0.7416666666666667,0.7416666666666667,0.49928774928774927,0.7833076527991784,0.48638931689779147,-0.0010098208743346806
442,108,35,15,0.1,0.25,0.7616666666666667,0.8595686114093847,0.5242879787288439,0.7616666666666667,0.7616666666666667,0.5518181818181818,0.8034804029170021,0.5170849491475817,0.07095234732600086
417,119,60,4,0.1,0.25,0.7016666666666667,0.7844331952753489,0.4533670808406197,0.7016666666666667,0.7016666666666667,0.42024253731343286,0.740042055770527,0.4330389429396456,-0.12197251017864598
438,110,39,13,0.1,0.25,0.7516666666666667,0.847818172521348,0.5119650253106305,0.7516666666666667,0.7516666666666667,0.5246350364963503,0.793442044134727,0.5016027874564459,0.03433708404667685
434,116,43,7,0.1,0.25,0.735,0.8387746927783744,0.483381909290791,0.735,0.735,0.46454545454545454,0.7814921962503727,0.4630524959053531,-0.04854634290726375
430,118,47,5,0.1,0.25,0.725,0.8268633566838812,0.47105895587257757,0.725,0.725,0.44041268950028073,0.7712613240418118,0.4480836236933798,-0.08305465628384229
446,100,31,23,0.1,0.25,0.7816666666666666,0.8676888070767499,0.5610011760494963,0.7816666666666666,0.7816666666666666,0.6213878713878713,0.8168600162367249,0.5659161323458755,0.17210232901161057
425,105,52,18,0.1,0.25,0.7383333333333333,0.8041102077687444,0.5186633941811116,0.7383333333333333,0.7383333333333333,0.5295148247978436,0.7673756931188074,0.5153099289429949,0.04694025178409696
426,106,51,17,0.1,0.25,0.7383333333333333,0.8075297847318096,0.5156465715600552,0.7383333333333333,0.7383333333333333,0.525375939849624,0.7688762049062796,0.5112054338181498,0.039852049320495415
445,107,32,16,0.1,0.25,0.7683333333333333,0.8686874264969066,0.5314976734673007,0.7683333333333333,0.7683333333333333,0.5697463768115942,0.8106947641211875,0.5260259492268086,0.09374110309440375
429,115,48,8,0.1,0.25,0.7283333333333334,0.8215002300966406,0.482205859794447,0.7283333333333334,0.7283333333333334,0.4657300420168067,0.7702623309020804,0.46486903517747413,-0.04938843739951089
429,105,48,18,0.1,0.25,0.745,0.8165378125479369,0.522856266298512,0.745,0.745,0.5380490296220632,0.7762639536526776,0.5195704394517451,0.058979954338464945
