tn,fp,fn,tp,imbalance,percentil_tp,precision_micro,precision_weighted,precision_macro,recall_micro,recall_weighted,recall_macro,f1_weighted,f1_macro,matthew
70,15,10,5,0.1,0.25,0.75,0.78125,0.5625,0.75,0.75,0.5784313725490196,0.7640692640692641,0.5670995670995671,0.14002800840280097
70,15,10,5,0.1,0.25,0.75,0.78125,0.5625,0.75,0.75,0.5784313725490196,0.7640692640692641,0.5670995670995671,0.14002800840280097
71,18,9,2,0.1,0.25,0.73,0.8008749999999999,0.49374999999999997,0.73,0.73,0.48978549540347294,0.7620041992746707,0.4846344722275243,-0.01598006930251483
76,17,4,3,0.1,0.25,0.79,0.8939999999999999,0.5499999999999999,0.79,0.79,0.6228878648233487,0.8326653821451511,0.550417469492614,0.1567723603339241
69,20,11,0,0.1,0.25,0.69,0.767625,0.43125,0.69,0.69,0.38764044943820225,0.7267455621301775,0.40828402366863903,-0.17578076232766313
73,16,7,4,0.1,0.25,0.77,0.8341249999999999,0.55625,0.77,0.77,0.5919305413687437,0.797262836419164,0.5609849207864096,0.14382062372263346
71,18,9,2,0.1,0.25,0.73,0.8008749999999999,0.49374999999999997,0.73,0.73,0.48978549540347294,0.7620041992746707,0.4846344722275243,-0.01598006930251483
68,19,12,1,0.1,0.25,0.69,0.7460000000000001,0.45,0.69,0.69,0.42926613616268794,0.7163817818907638,0.4374886590455453,-0.11894020669001051
75,16,5,4,0.1,0.25,0.79,0.8711249999999999,0.56875,0.79,0.79,0.6343101343101343,0.8230732002419842,0.5765275257108288,0.19218555339901838
77,16,3,4,0.1,0.25,0.81,0.9091250000000001,0.58125,0.81,0.81,0.6996927803379416,0.8486020124170415,0.5932348533504603,0.25475508554262666
72,17,8,3,0.1,0.25,0.75,0.8175000000000001,0.525,0.75,0.75,0.5408580183861083,0.7796335178469174,0.522809696506967,0.06392027721005931
70,19,10,1,0.1,0.25,0.71,0.78425,0.4625,0.71,0.71,0.4387129724208376,0.7443748807024241,0.44645924794808167,-0.09588041581508897
70,17,10,3,0.1,0.25,0.73,0.78075,0.5125,0.73,0.73,0.517683465959328,0.7529776810016331,0.5100707675557975,0.02973505167250263
70,19,10,1,0.1,0.25,0.71,0.78425,0.4625,0.71,0.71,0.4387129724208376,0.7443748807024241,0.44645924794808167,-0.09588041581508897
74,19,6,1,0.1,0.25,0.75,0.86375,0.48750000000000004,0.75,0.75,0.4692780337941628,0.80079212160137,0.4647827017769214,-0.03919309008348103
69,18,11,2,0.1,0.25,0.71,0.763375,0.48125,0.71,0.71,0.473474801061008,0.7346797314461986,0.4737797133006714,-0.044602577508753946
70,15,10,5,0.1,0.25,0.75,0.78125,0.5625,0.75,0.75,0.5784313725490196,0.7640692640692641,0.5670995670995671,0.14002800840280097
69,18,11,2,0.1,0.25,0.71,0.763375,0.48125,0.71,0.71,0.473474801061008,0.7346797314461986,0.4737797133006714,-0.044602577508753946
68,17,12,3,0.1,0.25,0.71,0.745,0.5,0.71,0.71,0.5,0.7263203463203464,0.49783549783549785,0.0
72,15,8,5,0.1,0.25,0.77,0.8155,0.575,0.77,0.77,0.6061007957559682,0.7895735801125022,0.5826528760660498,0.17841031003501578
74,15,6,5,0.1,0.25,0.79,0.85075,0.5875,0.79,0.79,0.643003064351379,0.8148921549914105,0.5991601450658522,0.2237209702352076
69,20,11,0,0.1,0.25,0.69,0.767625,0.43125,0.69,0.69,0.38764044943820225,0.7267455621301775,0.40828402366863903,-0.17578076232766313
71,18,9,2,0.1,0.25,0.73,0.8008749999999999,0.49374999999999997,0.73,0.73,0.48978549540347294,0.7620041992746707,0.4846344722275243,-0.01598006930251483
71,20,9,0,0.1,0.25,0.71,0.807625,0.44375,0.71,0.71,0.3901098901098901,0.755672514619883,0.4152046783625731,-0.15724272550828777
71,20,9,0,0.1,0.25,0.71,0.807625,0.44375,0.71,0.71,0.3901098901098901,0.755672514619883,0.4152046783625731,-0.15724272550828777
65,20,15,0,0.1,0.25,0.65,0.690625,0.40625,0.65,0.65,0.38235294117647056,0.6696969696969698,0.393939393939394,-0.21004201260420147
73,20,7,0,0.1,0.25,0.73,0.848625,0.45625,0.73,0.73,0.3924731182795699,0.7848554913294798,0.42196531791907516,-0.1371758152921836
74,15,6,5,0.1,0.25,0.79,0.85075,0.5875,0.79,0.79,0.643003064351379,0.8148921549914105,0.5991601450658522,0.2237209702352076
72,19,8,1,0.1,0.25,0.73,0.8235000000000001,0.47500000000000003,0.73,0.73,0.4511599511599511,0.7725226860254084,0.45553539019963707,-0.06988565578146122
76,13,4,7,0.1,0.25,0.83,0.8839999999999999,0.6499999999999999,0.83,0.83,0.7451481103166496,0.8501507921359037,0.6755105936247375,0.38352166326035586
77,20,3,0,0.1,0.25,0.77,0.9336249999999999,0.48125,0.77,0.77,0.39690721649484534,0.843954802259887,0.4350282485875706,-0.08793155726408239
73,20,7,0,0.1,0.25,0.73,0.848625,0.45625,0.73,0.73,0.3924731182795699,0.7848554913294798,0.42196531791907516,-0.1371758152921836
72,17,8,3,0.1,0.25,0.75,0.8175000000000001,0.525,0.75,0.75,0.5408580183861083,0.7796335178469174,0.522809696506967,0.06392027721005931
73,16,7,4,0.1,0.25,0.77,0.8341249999999999,0.55625,0.77,0.77,0.5919305413687437,0.797262836419164,0.5609849207864096,0.14382062372263346
71,16,9,4,0.1,0.25,0.75,0.7981249999999999,0.54375,0.75,0.75,0.5618921308576481,0.7712756305570677,0.5463618218109236,0.1040726808537592
65,18,15,2,0.1,0.25,0.67,0.6913750000000001,0.45625,0.67,0.67,0.45038979447200567,0.6803415685624274,0.4528270601890234,-0.09317610191137538
75,14,5,6,0.1,0.25,0.81,0.867375,0.61875,0.81,0.81,0.6940755873340143,0.832521473563657,0.6373353693452948,0.30362131674778176
78,19,2,1,0.1,0.25,0.79,0.94725,0.5125,0.79,0.79,0.5687285223367697,0.8575239498894621,0.4841562269712602,0.05862103817605492
74,19,6,1,0.1,0.25,0.75,0.86375,0.48750000000000004,0.75,0.75,0.4692780337941628,0.80079212160137,0.4647827017769214,-0.03919309008348103
74,19,6,1,0.1,0.25,0.75,0.86375,0.48750000000000004,0.75,0.75,0.4692780337941628,0.80079212160137,0.4647827017769214,-0.03919309008348103
69,14,11,6,0.1,0.25,0.75,0.766875,0.58125,0.75,0.75,0.5921332388377037,0.7578345216382028,0.585475045597745,0.17304133212112568
69,20,11,0,0.1,0.25,0.69,0.767625,0.43125,0.69,0.69,0.38764044943820225,0.7267455621301775,0.40828402366863903,-0.17578076232766313
72,19,8,1,0.1,0.25,0.73,0.8235000000000001,0.47500000000000003,0.73,0.73,0.4511599511599511,0.7725226860254084,0.45553539019963707,-0.06988565578146122
74,17,6,3,0.1,0.25,0.77,0.85525,0.5375,0.77,0.77,0.5732600732600732,0.8062230288364589,0.5361968138737648,0.10482848367219184
71,18,9,2,0.1,0.25,0.73,0.8008749999999999,0.49374999999999997,0.73,0.73,0.48978549540347294,0.7620041992746707,0.4846344722275243,-0.01598006930251483
73,20,7,0,0.1,0.25,0.73,0.848625,0.45625,0.73,0.73,0.3924731182795699,0.7848554913294798,0.42196531791907516,-0.1371758152921836
78,17,2,3,0.1,0.25,0.81,0.93375,0.5625,0.81,0.81,0.7105263157894737,0.8588571428571429,0.5657142857142856,0.22941573387056177
72,19,8,1,0.1,0.25,0.73,0.8235000000000001,0.47500000000000003,0.73,0.73,0.4511599511599511,0.7725226860254084,0.45553539019963707,-0.06988565578146122
72,17,8,3,0.1,0.25,0.75,0.8175000000000001,0.525,0.75,0.75,0.5408580183861083,0.7796335178469174,0.522809696506967,0.06392027721005931
76,19,4,1,0.1,0.25,0.77,0.905,0.5,0.77,0.77,0.5,0.8291428571428571,0.4742857142857143,0.0
77,16,3,4,0.1,0.25,0.81,0.9091250000000001,0.58125,0.81,0.81,0.6996927803379416,0.8486020124170415,0.5932348533504603,0.25475508554262666
73,14,7,6,0.1,0.25,0.79,0.832875,0.60625,0.79,0.79,0.6503094606542883,0.8078715296679368,0.6189439303211758,0.25274793921627237
71,20,9,0,0.1,0.25,0.71,0.807625,0.44375,0.71,0.71,0.3901098901098901,0.755672514619883,0.4152046783625731,-0.15724272550828777
73,16,7,4,0.1,0.25,0.77,0.8341249999999999,0.55625,0.77,0.77,0.5919305413687437,0.797262836419164,0.5609849207864096,0.14382062372263346
67,20,13,0,0.1,0.25,0.67,0.728625,0.41875,0.67,0.67,0.3850574712643678,0.6980838323353293,0.40119760479041916,-0.1932778358712671
71,16,9,4,0.1,0.25,0.75,0.7981249999999999,0.54375,0.75,0.75,0.5618921308576481,0.7712756305570677,0.5463618218109236,0.1040726808537592
72,11,8,9,0.1,0.25,0.81,0.8235000000000001,0.675,0.81,0.81,0.6984408221119773,0.815954236445034,0.6849610346542861,0.3727044076455015
69,20,11,0,0.1,0.25,0.69,0.767625,0.43125,0.69,0.69,0.38764044943820225,0.7267455621301775,0.40828402366863903,-0.17578076232766313
68,15,12,5,0.1,0.25,0.73,0.748,0.55,0.73,0.73,0.5566973777462793,0.7384612833692589,0.5523130492455646,0.10648697361300043
75,20,5,0,0.1,0.25,0.75,0.890625,0.46875,0.75,0.75,0.39473684210526316,0.8142857142857143,0.4285714285714286,-0.11470786693528089
80,19,0,1,0.1,0.25,0.81,0.9904999999999999,0.525,0.81,0.81,0.904040404040404,0.8858685820696995,0.4945464219207236,0.20100756305184242
68,19,12,1,0.1,0.25,0.69,0.7460000000000001,0.45,0.69,0.69,0.42926613616268794,0.7163817818907638,0.4374886590455453,-0.11894020669001051
71,16,9,4,0.1,0.25,0.75,0.7981249999999999,0.54375,0.75,0.75,0.5618921308576481,0.7712756305570677,0.5463618218109236,0.1040726808537592
72,17,8,3,0.1,0.25,0.75,0.8175000000000001,0.525,0.75,0.75,0.5408580183861083,0.7796335178469174,0.522809696506967,0.06392027721005931
73,16,7,4,0.1,0.25,0.77,0.8341249999999999,0.55625,0.77,0.77,0.5919305413687437,0.797262836419164,0.5609849207864096,0.14382062372263346
74,19,6,1,0.1,0.25,0.75,0.86375,0.48750000000000004,0.75,0.75,0.4692780337941628,0.80079212160137,0.4647827017769214,-0.03919309008348103
74,13,6,7,0.1,0.25,0.81,0.8502500000000001,0.6375,0.81,0.81,0.6945181255526083,0.8261694792233715,0.6552349845763019,0.32708556839752895
68,13,12,7,0.1,0.25,0.75,0.755,0.6,0.75,0.75,0.6039636127355426,0.7524287306896003,0.6018474279343845,0.2039250967738327
70,19,10,1,0.1,0.25,0.71,0.78425,0.4625,0.71,0.71,0.4387129724208376,0.7443748807024241,0.44645924794808167,-0.09588041581508897
69,20,11,0,0.1,0.25,0.69,0.767625,0.43125,0.69,0.69,0.38764044943820225,0.7267455621301775,0.40828402366863903,-0.17578076232766313
75,18,5,2,0.1,0.25,0.77,0.8788750000000001,0.51875,0.77,0.77,0.5460829493087558,0.8167287518732604,0.5076000856347677,0.05878963512522154
74,19,6,1,0.1,0.25,0.75,0.86375,0.48750000000000004,0.75,0.75,0.4692780337941628,0.80079212160137,0.4647827017769214,-0.03919309008348103
73,16,7,4,0.1,0.25,0.77,0.8341249999999999,0.55625,0.77,0.77,0.5919305413687437,0.797262836419164,0.5609849207864096,0.14382062372263346
71,20,9,0,0.1,0.25,0.71,0.807625,0.44375,0.71,0.71,0.3901098901098901,0.755672514619883,0.4152046783625731,-0.15724272550828777
72,19,8,1,0.1,0.25,0.73,0.8235000000000001,0.47500000000000003,0.73,0.73,0.4511599511599511,0.7725226860254084,0.45553539019963707,-0.06988565578146122
77,16,3,4,0.1,0.25,0.81,0.9091250000000001,0.58125,0.81,0.81,0.6996927803379416,0.8486020124170415,0.5932348533504603,0.25475508554262666
75,20,5,0,0.1,0.25,0.75,0.890625,0.46875,0.75,0.75,0.39473684210526316,0.8142857142857143,0.4285714285714286,-0.11470786693528089
68,19,12,1,0.1,0.25,0.69,0.7460000000000001,0.45,0.69,0.69,0.42926613616268794,0.7163817818907638,0.4374886590455453,-0.11894020669001051
73,20,7,0,0.1,0.25,0.73,0.848625,0.45625,0.73,0.73,0.3924731182795699,0.7848554913294798,0.42196531791907516,-0.1371758152921836
71,20,9,0,0.1,0.25,0.71,0.807625,0.44375,0.71,0.71,0.3901098901098901,0.755672514619883,0.4152046783625731,-0.15724272550828777
77,18,3,2,0.1,0.25,0.79,0.919375,0.53125,0.79,0.79,0.6052631578947368,0.8439999999999999,0.52,0.11470786693528089
72,17,8,3,0.1,0.25,0.75,0.8175000000000001,0.525,0.75,0.75,0.5408580183861083,0.7796335178469174,0.522809696506967,0.06392027721005931
72,17,8,3,0.1,0.25,0.75,0.8175000000000001,0.525,0.75,0.75,0.5408580183861083,0.7796335178469174,0.522809696506967,0.06392027721005931
74,19,6,1,0.1,0.25,0.75,0.86375,0.48750000000000004,0.75,0.75,0.4692780337941628,0.80079212160137,0.4647827017769214,-0.03919309008348103
75,18,5,2,0.1,0.25,0.77,0.8788750000000001,0.51875,0.77,0.77,0.5460829493087558,0.8167287518732604,0.5076000856347677,0.05878963512522154
72,19,8,1,0.1,0.25,0.73,0.8235000000000001,0.47500000000000003,0.73,0.73,0.4511599511599511,0.7725226860254084,0.45553539019963707,-0.06988565578146122
69,20,11,0,0.1,0.25,0.69,0.767625,0.43125,0.69,0.69,0.38764044943820225,0.7267455621301775,0.40828402366863903,-0.17578076232766313
76,19,4,1,0.1,0.25,0.77,0.905,0.5,0.77,0.77,0.5,0.8291428571428571,0.4742857142857143,0.0
73,18,7,2,0.1,0.25,0.75,0.839375,0.50625,0.75,0.75,0.5122100122100122,0.7893728574309339,0.49586610203670106,0.017471413945365305
71,16,9,4,0.1,0.25,0.75,0.7981249999999999,0.54375,0.75,0.75,0.5618921308576481,0.7712756305570677,0.5463618218109236,0.1040726808537592
71,14,9,6,0.1,0.25,0.77,0.799375,0.59375,0.77,0.77,0.6176470588235294,0.7829437229437229,0.6017316017316018,0.21004201260420147
71,20,9,0,0.1,0.25,0.71,0.807625,0.44375,0.71,0.71,0.3901098901098901,0.755672514619883,0.4152046783625731,-0.15724272550828777
67,18,13,2,0.1,0.25,0.69,0.726875,0.46875,0.69,0.69,0.46078431372549017,0.7074458874458874,0.46320346320346323,-0.07001400420140048
68,19,12,1,0.1,0.25,0.69,0.7460000000000001,0.45,0.69,0.69,0.42926613616268794,0.7163817818907638,0.4374886590455453,-0.11894020669001051
71,14,9,6,0.1,0.25,0.77,0.799375,0.59375,0.77,0.77,0.6176470588235294,0.7829437229437229,0.6017316017316018,0.21004201260420147
76,15,4,5,0.1,0.25,0.81,0.887,0.6,0.81,0.81,0.6953601953601953,0.8399233716475096,0.6168582375478928,0.2795426231258449
73,20,7,0,0.1,0.25,0.73,0.848625,0.45625,0.73,0.73,0.3924731182795699,0.7848554913294798,0.42196531791907516,-0.1371758152921836
68,15,12,5,0.1,0.25,0.73,0.748,0.55,0.73,0.73,0.5566973777462793,0.7384612833692589,0.5523130492455646,0.10648697361300043
71,16,9,4,0.1,0.25,0.75,0.7981249999999999,0.54375,0.75,0.75,0.5618921308576481,0.7712756305570677,0.5463618218109236,0.1040726808537592
72,15,8,5,0.1,0.25,0.77,0.8155,0.575,0.77,0.77,0.6061007957559682,0.7895735801125022,0.5826528760660498,0.17841031003501578
73,16,7,4,0.1,0.25,0.77,0.8341249999999999,0.55625,0.77,0.77,0.5919305413687437,0.797262836419164,0.5609849207864096,0.14382062372263346
68,19,12,1,0.1,0.25,0.69,0.7460000000000001,0.45,0.69,0.69,0.42926613616268794,0.7163817818907638,0.4374886590455453,-0.11894020669001051
70,19,10,1,0.1,0.25,0.71,0.78425,0.4625,0.71,0.71,0.4387129724208376,0.7443748807024241,0.44645924794808167,-0.09588041581508897
74,15,6,5,0.1,0.25,0.79,0.85075,0.5875,0.79,0.79,0.643003064351379,0.8148921549914105,0.5991601450658522,0.2237209702352076
71,20,9,0,0.1,0.25,0.71,0.807625,0.44375,0.71,0.71,0.3901098901098901,0.755672514619883,0.4152046783625731,-0.15724272550828777
71,18,9,2,0.1,0.25,0.73,0.8008749999999999,0.49374999999999997,0.73,0.73,0.48978549540347294,0.7620041992746707,0.4846344722275243,-0.01598006930251483
72,13,8,7,0.1,0.25,0.79,0.8175,0.625,0.79,0.79,0.6568627450980392,0.8018181818181818,0.6363636363636364,0.28005601680560194
74,15,6,5,0.1,0.25,0.79,0.85075,0.5875,0.79,0.79,0.643003064351379,0.8148921549914105,0.5991601450658522,0.2237209702352076
73,20,7,0,0.1,0.25,0.73,0.848625,0.45625,0.73,0.73,0.3924731182795699,0.7848554913294798,0.42196531791907516,-0.1371758152921836
70,17,10,3,0.1,0.25,0.73,0.78075,0.5125,0.73,0.73,0.517683465959328,0.7529776810016331,0.5100707675557975,0.02973505167250263
76,17,4,3,0.1,0.25,0.79,0.8939999999999999,0.5499999999999999,0.79,0.79,0.6228878648233487,0.8326653821451511,0.550417469492614,0.1567723603339241
71,20,9,0,0.1,0.25,0.71,0.807625,0.44375,0.71,0.71,0.3901098901098901,0.755672514619883,0.4152046783625731,-0.15724272550828777
70,17,10,3,0.1,0.25,0.73,0.78075,0.5125,0.73,0.73,0.517683465959328,0.7529776810016331,0.5100707675557975,0.02973505167250263
72,15,8,5,0.1,0.25,0.77,0.8155,0.575,0.77,0.77,0.6061007957559682,0.7895735801125022,0.5826528760660498,0.17841031003501578
74,17,6,3,0.1,0.25,0.77,0.85525,0.5375,0.77,0.77,0.5732600732600732,0.8062230288364589,0.5361968138737648,0.10482848367219184
70,17,10,3,0.1,0.25,0.73,0.78075,0.5125,0.73,0.73,0.517683465959328,0.7529776810016331,0.5100707675557975,0.02973505167250263
70,17,10,3,0.1,0.25,0.73,0.78075,0.5125,0.73,0.73,0.517683465959328,0.7529776810016331,0.5100707675557975,0.02973505167250263
72,19,8,1,0.1,0.25,0.73,0.8235000000000001,0.47500000000000003,0.73,0.73,0.4511599511599511,0.7725226860254084,0.45553539019963707,-0.06988565578146122
72,19,8,1,0.1,0.25,0.73,0.8235000000000001,0.47500000000000003,0.73,0.73,0.4511599511599511,0.7725226860254084,0.45553539019963707,-0.06988565578146122
65,16,15,4,0.1,0.25,0.69,0.696125,0.50625,0.69,0.69,0.5064977257959714,0.6930116260551042,0.5062908106386367,0.012745318548364543
72,19,8,1,0.1,0.25,0.73,0.8235000000000001,0.47500000000000003,0.73,0.73,0.4511599511599511,0.7725226860254084,0.45553539019963707,-0.06988565578146122
72,19,8,1,0.1,0.25,0.73,0.8235000000000001,0.47500000000000003,0.73,0.73,0.4511599511599511,0.7725226860254084,0.45553539019963707,-0.06988565578146122
79,20,1,0,0.1,0.25,0.79,0.9776250000000001,0.49375,0.79,0.79,0.398989898989899,0.8738547486033519,0.441340782122905,-0.050251890762960605
74,19,6,1,0.1,0.25,0.75,0.86375,0.48750000000000004,0.75,0.75,0.4692780337941628,0.80079212160137,0.4647827017769214,-0.03919309008348103
71,20,9,0,0.1,0.25,0.71,0.807625,0.44375,0.71,0.71,0.3901098901098901,0.755672514619883,0.4152046783625731,-0.15724272550828777
74,19,6,1,0.1,0.25,0.75,0.86375,0.48750000000000004,0.75,0.75,0.4692780337941628,0.80079212160137,0.4647827017769214,-0.03919309008348103
70,17,10,3,0.1,0.25,0.73,0.78075,0.5125,0.73,0.73,0.517683465959328,0.7529776810016331,0.5100707675557975,0.02973505167250263
77,18,3,2,0.1,0.25,0.79,0.919375,0.53125,0.79,0.79,0.6052631578947368,0.8439999999999999,0.52,0.11470786693528089
72,17,8,3,0.1,0.25,0.75,0.8175000000000001,0.525,0.75,0.75,0.5408580183861083,0.7796335178469174,0.522809696506967,0.06392027721005931
73,14,7,6,0.1,0.25,0.79,0.832875,0.60625,0.79,0.79,0.6503094606542883,0.8078715296679368,0.6189439303211758,0.25274793921627237
70,15,10,5,0.1,0.25,0.75,0.78125,0.5625,0.75,0.75,0.5784313725490196,0.7640692640692641,0.5670995670995671,0.14002800840280097
69,18,11,2,0.1,0.25,0.71,0.763375,0.48125,0.71,0.71,0.473474801061008,0.7346797314461986,0.4737797133006714,-0.044602577508753946
69,20,11,0,0.1,0.25,0.69,0.767625,0.43125,0.69,0.69,0.38764044943820225,0.7267455621301775,0.40828402366863903,-0.17578076232766313
71,14,9,6,0.1,0.25,0.77,0.799375,0.59375,0.77,0.77,0.6176470588235294,0.7829437229437229,0.6017316017316018,0.21004201260420147
73,14,7,6,0.1,0.25,0.79,0.832875,0.60625,0.79,0.79,0.6503094606542883,0.8078715296679368,0.6189439303211758,0.25274793921627237
76,17,4,3,0.1,0.25,0.79,0.8939999999999999,0.5499999999999999,0.79,0.79,0.6228878648233487,0.8326653821451511,0.550417469492614,0.1567723603339241
75,16,5,4,0.1,0.25,0.79,0.8711249999999999,0.56875,0.79,0.79,0.6343101343101343,0.8230732002419842,0.5765275257108288,0.19218555339901838
73,16,7,4,0.1,0.25,0.77,0.8341249999999999,0.55625,0.77,0.77,0.5919305413687437,0.797262836419164,0.5609849207864096,0.14382062372263346
77,20,3,0,0.1,0.25,0.77,0.9336249999999999,0.48125,0.77,0.77,0.39690721649484534,0.843954802259887,0.4350282485875706,-0.08793155726408239
69,12,11,8,0.1,0.25,0.77,0.7746249999999999,0.6312500000000001,0.77,0.77,0.6364522417153996,0.7722344322344322,0.6336996336996337,0.26765168951565543
72,13,8,7,0.1,0.25,0.79,0.8175,0.625,0.79,0.79,0.6568627450980392,0.8018181818181818,0.6363636363636364,0.28005601680560194
73,16,7,4,0.1,0.25,0.77,0.8341249999999999,0.55625,0.77,0.77,0.5919305413687437,0.797262836419164,0.5609849207864096,0.14382062372263346
72,19,8,1,0.1,0.25,0.73,0.8235000000000001,0.47500000000000003,0.73,0.73,0.4511599511599511,0.7725226860254084,0.45553539019963707,-0.06988565578146122
72,13,8,7,0.1,0.25,0.79,0.8175,0.625,0.79,0.79,0.6568627450980392,0.8018181818181818,0.6363636363636364,0.28005601680560194
68,17,12,3,0.1,0.25,0.71,0.745,0.5,0.71,0.71,0.5,0.7263203463203464,0.49783549783549785,0.0
70,17,10,3,0.1,0.25,0.73,0.78075,0.5125,0.73,0.73,0.517683465959328,0.7529776810016331,0.5100707675557975,0.02973505167250263
76,19,4,1,0.1,0.25,0.77,0.905,0.5,0.77,0.77,0.5,0.8291428571428571,0.4742857142857143,0.0
72,17,8,3,0.1,0.25,0.75,0.8175000000000001,0.525,0.75,0.75,0.5408580183861083,0.7796335178469174,0.522809696506967,0.06392027721005931
72,15,8,5,0.1,0.25,0.77,0.8155,0.575,0.77,0.77,0.6061007957559682,0.7895735801125022,0.5826528760660498,0.17841031003501578
74,19,6,1,0.1,0.25,0.75,0.86375,0.48750000000000004,0.75,0.75,0.4692780337941628,0.80079212160137,0.4647827017769214,-0.03919309008348103
78,19,2,1,0.1,0.25,0.79,0.94725,0.5125,0.79,0.79,0.5687285223367697,0.8575239498894621,0.4841562269712602,0.05862103817605492
71,18,9,2,0.1,0.25,0.73,0.8008749999999999,0.49374999999999997,0.73,0.73,0.48978549540347294,0.7620041992746707,0.4846344722275243,-0.01598006930251483
71,18,9,2,0.1,0.25,0.73,0.8008749999999999,0.49374999999999997,0.73,0.73,0.48978549540347294,0.7620041992746707,0.4846344722275243,-0.01598006930251483
75,16,5,4,0.1,0.25,0.79,0.8711249999999999,0.56875,0.79,0.79,0.6343101343101343,0.8230732002419842,0.5765275257108288,0.19218555339901838
70,19,10,1,0.1,0.25,0.71,0.78425,0.4625,0.71,0.71,0.4387129724208376,0.7443748807024241,0.44645924794808167,-0.09588041581508897
74,19,6,1,0.1,0.25,0.75,0.86375,0.48750000000000004,0.75,0.75,0.4692780337941628,0.80079212160137,0.4647827017769214,-0.03919309008348103
66,15,14,5,0.1,0.25,0.71,0.71575,0.5375,0.71,0.71,0.5389863547758285,0.7128173275999363,0.538143016403886,0.07647191129018727
70,19,10,1,0.1,0.25,0.71,0.78425,0.4625,0.71,0.71,0.4387129724208376,0.7443748807024241,0.44645924794808167,-0.09588041581508897
73,20,7,0,0.1,0.25,0.73,0.848625,0.45625,0.73,0.73,0.3924731182795699,0.7848554913294798,0.42196531791907516,-0.1371758152921836
71,18,9,2,0.1,0.25,0.73,0.8008749999999999,0.49374999999999997,0.73,0.73,0.48978549540347294,0.7620041992746707,0.4846344722275243,-0.01598006930251483
72,19,8,1,0.1,0.25,0.73,0.8235000000000001,0.47500000000000003,0.73,0.73,0.4511599511599511,0.7725226860254084,0.45553539019963707,-0.06988565578146122
71,20,9,0,0.1,0.25,0.71,0.807625,0.44375,0.71,0.71,0.3901098901098901,0.755672514619883,0.4152046783625731,-0.15724272550828777
73,14,7,6,0.1,0.25,0.79,0.832875,0.60625,0.79,0.79,0.6503094606542883,0.8078715296679368,0.6189439303211758,0.25274793921627237
75,16,5,4,0.1,0.25,0.79,0.8711249999999999,0.56875,0.79,0.79,0.6343101343101343,0.8230732002419842,0.5765275257108288,0.19218555339901838
67,14,13,6,0.1,0.25,0.73,0.7353750000000001,0.56875,0.73,0.73,0.5714749837556855,0.7326230291447683,0.5699952221691352,0.14019850403200998
73,16,7,4,0.1,0.25,0.77,0.8341249999999999,0.55625,0.77,0.77,0.5919305413687437,0.797262836419164,0.5609849207864096,0.14382062372263346
74,15,6,5,0.1,0.25,0.79,0.85075,0.5875,0.79,0.79,0.643003064351379,0.8148921549914105,0.5991601450658522,0.2237209702352076
73,18,7,2,0.1,0.25,0.75,0.839375,0.50625,0.75,0.75,0.5122100122100122,0.7893728574309339,0.49586610203670106,0.017471413945365305
73,16,7,4,0.1,0.25,0.77,0.8341249999999999,0.55625,0.77,0.77,0.5919305413687437,0.797262836419164,0.5609849207864096,0.14382062372263346
